Species	Algal_Infection	Algal_overgrowth	Black_band_disease	Bleaching	Ciliates	Corallophila_huysmansii	Cyanobacteria	Discoloration	Endolithic_fungal_infection	Endolithic_hypermycosis	Gear_entanglement	Growth_anomalies	Macroalgal_overgrowth	No_Disease	Pigmentation_response	Predation	Recently_denuded_skeleton	Swollen_patches	Tissue_Loss	Trematodiasis	White_Syndrome
Montipora_ehrenbergi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Montipora_flabellata	6.0	32.0	1.0	1861.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	9.0	9.0	5144.0	0.0	12.0	0.0	0.0	44.0	0.0	7.0
Montipora_incrassata	0.0	1.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Montipora_patula	9.0	15.0	31.0	953.0	0.0	0.0	0.0	150.0	5.0	0.0	0.0	72.0	22.0	25985.0	15.0	50.0	0.0	0.0	91.0	0.0	68.0
Montipora_sp.	0.0	0.0	0.0	364.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Montipora_studeri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Montipora_tuberculosa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Montipora_verrilli	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Palythoa_caesia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Palythoa_sp.	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	251.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Pavona_chiriquiensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pavona_clavus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pavona_duerdeni	2.0	36.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	24.0	1242.0	2.0	26.0	1.0	0.0	8.0	1.0	0.0
Pavona_maldivensis	0.0	2.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pavona_sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pavona_varians	4.0	28.0	0.0	32.0	0.0	0.0	0.0	2.0	24.0	53.0	0.0	4.0	24.0	5136.0	0.0	21.0	0.0	0.0	7.0	2.0	0.0
Pocillopora_capitata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Pocillopora_damicornis	0.0	10.0	0.0	372.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	5.0	2175.0	0.0	17.0	0.0	0.0	21.0	0.0	0.0
Pocillopora_eydouxi	0.0	2.0	0.0	25.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1687.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0
Pocillopora_ligulata	0.0	47.0	0.0	257.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	4.0	666.0	4.0	100.0	0.0	0.0	23.0	0.0	0.0
Pocillopora_meandrina	12.0	256.0	0.0	230.0	27.0	0.0	1.0	22.0	2.0	0.0	1.0	5.0	65.0	23763.0	6.0	207.0	1.0	1.0	138.0	6.0	0.0
Pocillopora_molokensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Pocillopora_sp.	0.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Porites_annae	0.0	10.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	77.0	6.0	4.0	0.0	1.0	1.0	9.0	0.0
Porites_bernardi	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	89.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
Porites_brighami	1.0	4.0	0.0	29.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	95.0	1.0	587.0	0.0	0.0	0.0	0.0	13.0	36.0	0.0
Porites_compressa	122.0	1041.0	0.0	241.0	7.0	3.0	0.0	53.0	4.0	0.0	0.0	1878.0	188.0	28917.0	226.0	195.0	0.0	11.0	577.0	1806.0	1.0
Porites_duerdeni	0.0	52.0	0.0	109.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	4.0	0.0	520.0	18.0	11.0	0.0	0.0	11.0	4.0	0.0
Porites_evermanni	34.0	148.0	0.0	33.0	0.0	8.0	0.0	25.0	1.0	0.0	0.0	111.0	26.0	2227.0	59.0	41.0	0.0	1.0	61.0	123.0	0.0
Porites_lichen	0.0	78.0	0.0	108.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	15.0	4.0	1804.0	66.0	24.0	0.0	0.0	87.0	84.0	0.0
Porites_lobata	277.0	5691.0	0.0	480.0	14.0	41.0	0.0	922.0	142.0	6.0	0.0	6851.0	538.0	75278.0	2908.0	1075.0	11.0	208.0	1018.0	6171.0	0.0
Porites_lutea	1.0	34.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	188.0	13.0	13.0	0.0	0.0	16.0	2.0	0.0
Porites_monticulosa	0.0	5.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	50.0	9.0	3.0	0.0	0.0	1.0	0.0	0.0
Porites_rus	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	100.0	17.0	1.0	0.0	0.0	2.0	0.0	0.0
Porites_solida	5.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	72.0	9.0	1.0	0.0	0.0	3.0	1.0	0.0
Porites_sp.	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
Psammocora_digitata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psammocora_haimeana	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psammocora_nierstraszi	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psammocora_stellata	0.0	64.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	770.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0
Sarcothelia_edmondsoni	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sinularia_densa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sponge	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zoanthus/Palythoa_sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
