"","Discosoma","Ricordea","Letepsammia","Rhombopsammia","Stephanophyllia","Gardineria","Anthemiphyllia","Deltocyathus","Ceratotrochus","Conotrochus","Vaughanella","Stephanocyathus","Caryophyllia","Crispatotrochus","Stenocyathus","Dasmosmilia","Lophelia","Solenosmilia","Desmophyllum","Rhizosmilia","Madrepora","Stylocoeniella","Madracis","Stylophora","Seriatopora","Pocillopora","Heterocyathus","Oulastrea","Phyllangia","Anomastraea","Horastrea","Coscinaraea","Psammocora","Pleuractis","Cycloseris","Ctenactis","Herpolitha","Polyphyllia","Lithophyllon","Heliofungia","Leptastrea","Lobactis","Halomitra","Danafungia","Fungia","Podabacia","Sandalolitha","Zoopilus","Meandrina","Dichocoenia","Eusmilia","Dendrogyra","Solenastrea","Polycyathus","Paracyathus","Cladocora","Astrangia","Oculina","Blastomussa","Physogyra","Plerogyra","Tethocyathus","Plesiastrea","Cyathelia","Trochocyathus","Diploastrea","Montastraea","Mussa","Scolymia","Isophyllia","Mycetophyllia","Mussismilia","Favia","Diploria","Manicina","Colpophyllia","Acanthastrea","Micromussa","Moseleya","Oxypora","Echinophyllia","Cynarina","Lobophyllia","Symphyllia","Orbicella","Cyphastrea","Echinopora","Catalaphyllia","Hydnophora","Leptoria","Platygyra","Favites","Goniastrea","Oulophyllia","Caulastraea","Pectinia","Mycedium","Scapophyllia","Merulina","Barabattoia","Trachyphyllia","Guynia","Fungiacyathus","Tropidocyathus","Cyathotrochus","Notocyathus","Javania","Placotrochides","Placotrochus","Rhizotrochus","Truncatoflabellum","Flabellum","Monomyces","Heteropsammia","Balanophyllia","Endopachys","Leptopsammia","Dendrophyllia","Enallopsammia","Turbinaria","Cladopsammia","Tubastraea","Goniopora","Porites","Stephanocoenia","Hoplangia","Pseudosiderastrea","Siderastrea","Helioseris","Thalamophyllia","Dactylotrochus","Agaricia","Leptoseris","Gardineroseris","Pavona","Pachyseris","Euphyllia","Ctenella","Galaxea","Alveopora","Astreopora","Montipora","Anacropora","Isopora","Acropora"
"Acanthastrea",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,341.74577,341.74577,341.745771,341.74577,341.74577,341.745771,341.745771,341.74577,307.426565,274.972128,274.972128,274.972128,274.972129,274.972128,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,234.271259,234.271257,234.271257,234.271258,234.271258,234.271258,234.271257,234.271258,234.271258,234.271259,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,201.457667,201.457668,201.457668,201.457667,201.457667,201.457666,201.457666,201.457666,201.457666,201.457665,176.171809,176.171809,176.171809,147.676665,147.676665,147.676664,147.676664,120.540424,107.160863,77.610453,77.610453,77.610453,77.610453,77.610453,77.610453,77.610453,77.610454,77.610454,0,24.248693,66.271757,66.271757,66.271757,66.271757,66.271757,66.271757,94.014551,94.014551,94.014551,94.014551,94.014552,94.014551,94.014552,94.014551,94.014551,94.014552,94.014551,94.014552,94.01455,94.014553,94.014552,94.014551,94.014551,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Micromussa",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610455,77.610455,24.248693,0,66.271758,66.271758,66.271758,66.271758,66.271758,66.271758,94.014552,94.014552,94.014552,94.014552,94.014553,94.014552,94.014553,94.014552,94.014552,94.014553,94.014552,94.014553,94.014551,94.014554,94.014553,94.014552,94.014552,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Moseleya",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610455,77.610455,66.271757,66.271758,0,57.25754,57.25754,57.25754,57.25754,57.25754,94.014552,94.014552,94.014552,94.014552,94.014553,94.014552,94.014553,94.014552,94.014552,94.014553,94.014552,94.014553,94.014551,94.014554,94.014553,94.014552,94.014552,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Oxypora",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610455,77.610455,66.271757,66.271758,57.25754,0,20.946572,37.804606,37.804606,37.804606,94.014552,94.014552,94.014552,94.014552,94.014553,94.014552,94.014553,94.014552,94.014552,94.014553,94.014552,94.014553,94.014551,94.014554,94.014553,94.014552,94.014552,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Echinophyllia",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610455,77.610455,66.271757,66.271758,57.25754,20.946572,0,37.804606,37.804606,37.804606,94.014552,94.014552,94.014552,94.014552,94.014553,94.014552,94.014553,94.014552,94.014552,94.014553,94.014552,94.014553,94.014551,94.014554,94.014553,94.014552,94.014552,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Cynarina",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610455,77.610455,66.271757,66.271758,57.25754,37.804606,37.804606,0,22.842652,22.842652,94.014552,94.014552,94.014552,94.014552,94.014553,94.014552,94.014553,94.014552,94.014552,94.014553,94.014552,94.014553,94.014551,94.014554,94.014553,94.014552,94.014552,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Lobophyllia",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610455,77.610455,66.271757,66.271758,57.25754,37.804606,37.804606,22.842652,0,10.312348,94.014552,94.014552,94.014552,94.014552,94.014553,94.014552,94.014553,94.014552,94.014552,94.014553,94.014552,94.014553,94.014551,94.014554,94.014553,94.014552,94.014552,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Symphyllia",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610454,77.610455,77.610455,66.271757,66.271758,57.25754,37.804606,37.804606,22.842652,10.312348,0,94.014552,94.014552,94.014552,94.014552,94.014553,94.014552,94.014553,94.014552,94.014552,94.014553,94.014552,94.014553,94.014551,94.014554,94.014553,94.014552,94.014552,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Orbicella",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014553,94.014553,94.014551,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,0,43.159076,71.323964,71.323964,71.323965,71.323964,71.323965,71.323964,71.323964,71.323965,71.323964,71.323965,71.323963,71.323966,71.323965,71.323964,71.323964,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Cyphastrea",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014553,94.014553,94.014551,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,43.159076,0,71.323964,71.323964,71.323965,71.323964,71.323965,71.323964,71.323964,71.323965,71.323964,71.323965,71.323963,71.323966,71.323965,71.323964,71.323964,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Echinopora",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014553,94.014553,94.014551,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,71.323964,71.323964,0,60.82267,60.822671,60.82267,60.822671,60.82267,60.82267,60.822671,60.82267,60.822671,60.822669,60.822672,60.822671,60.82267,60.82267,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Catalaphyllia",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014553,94.014553,94.014551,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,71.323964,71.323964,60.82267,0,42.445273,42.445272,42.445273,42.445272,42.445272,48.731803,48.731802,48.731803,48.731801,48.731804,48.731803,48.731802,48.731802,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Hydnophora",903.406937,903.406937,824.29573,824.29573,824.29573,824.29573,611.581388,553.937098,431.116164,431.116164,431.116164,431.116165,341.745772,341.745772,341.745773,341.745772,341.745772,341.745773,341.745773,341.745772,307.426567,274.97213,274.97213,274.97213,274.972131,274.97213,234.27126,234.27126,234.27126,234.27126,234.27126,234.27126,234.271261,234.271259,234.271259,234.27126,234.27126,234.27126,234.271259,234.27126,234.27126,234.271261,234.27126,234.27126,234.27126,234.27126,234.27126,234.27126,201.457669,201.45767,201.45767,201.457669,201.457669,201.457668,201.457668,201.457668,201.457668,201.457667,176.171811,176.171811,176.171811,147.676667,147.676667,147.676666,147.676666,120.540426,107.160865,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014554,94.014554,94.014552,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,71.323965,71.323965,60.822671,42.445273,0,33.207027,33.207028,33.207027,33.207027,48.731804,48.731803,48.731804,48.731802,48.731805,48.731804,48.731803,48.731803,738.886092,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.886091,738.886092,738.886092,738.886092,738.886092,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.886093,738.886092,738.886092,738.886092,738.886092,738.886093,738.886091,738.886092
"Leptoria",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014553,94.014553,94.014551,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,71.323964,71.323964,60.82267,42.445272,33.207027,0,16.467869,16.467868,29.556478,48.731803,48.731802,48.731803,48.731801,48.731804,48.731803,48.731802,48.731802,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Platygyra",903.406937,903.406937,824.29573,824.29573,824.29573,824.29573,611.581388,553.937098,431.116164,431.116164,431.116164,431.116165,341.745772,341.745772,341.745773,341.745772,341.745772,341.745773,341.745773,341.745772,307.426567,274.97213,274.97213,274.97213,274.972131,274.97213,234.27126,234.27126,234.27126,234.27126,234.27126,234.27126,234.271261,234.271259,234.271259,234.27126,234.27126,234.27126,234.271259,234.27126,234.27126,234.271261,234.27126,234.27126,234.27126,234.27126,234.27126,234.27126,201.457669,201.45767,201.45767,201.457669,201.457669,201.457668,201.457668,201.457668,201.457668,201.457667,176.171811,176.171811,176.171811,147.676667,147.676667,147.676666,147.676666,120.540426,107.160865,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014554,94.014554,94.014552,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,71.323965,71.323965,60.822671,42.445273,33.207028,16.467869,0,9.630603,29.556479,48.731804,48.731803,48.731804,48.731802,48.731805,48.731804,48.731803,48.731803,738.886092,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.886091,738.886092,738.886092,738.886092,738.886092,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.886093,738.886092,738.886092,738.886092,738.886092,738.886093,738.886091,738.886092
"Favites",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014553,94.014553,94.014551,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,71.323964,71.323964,60.82267,42.445272,33.207027,16.467868,9.630603,0,29.556478,48.731803,48.731802,48.731803,48.731801,48.731804,48.731803,48.731802,48.731802,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Goniastrea",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014553,94.014553,94.014551,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,71.323964,71.323964,60.82267,42.445272,33.207027,29.556478,29.556479,29.556478,0,48.731803,48.731802,48.731803,48.731801,48.731804,48.731803,48.731802,48.731802,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
