"","Discosoma","Ricordea","Letepsammia","Rhombopsammia","Stephanophyllia","Gardineria","Anthemiphyllia","Deltocyathus","Ceratotrochus","Conotrochus","Vaughanella","Stephanocyathus","Caryophyllia","Crispatotrochus","Stenocyathus","Dasmosmilia","Lophelia","Solenosmilia","Desmophyllum","Rhizosmilia","Madrepora","Stylocoeniella","Madracis","Stylophora","Seriatopora","Pocillopora","Heterocyathus","Oulastrea","Phyllangia","Anomastraea","Horastrea","Coscinaraea","Psammocora","Pleuractis","Cycloseris","Ctenactis","Herpolitha","Polyphyllia","Lithophyllon","Heliofungia","Leptastrea","Lobactis","Halomitra","Danafungia","Fungia","Podabacia","Sandalolitha","Zoopilus","Meandrina","Dichocoenia","Eusmilia","Dendrogyra","Solenastrea","Polycyathus","Paracyathus","Cladocora","Astrangia","Oculina","Blastomussa","Physogyra","Plerogyra","Tethocyathus","Plesiastrea","Cyathelia","Trochocyathus","Diploastrea","Montastraea","Mussa","Scolymia","Isophyllia","Mycetophyllia","Mussismilia","Favia","Diploria","Manicina","Colpophyllia","Acanthastrea","Micromussa","Moseleya","Oxypora","Echinophyllia","Cynarina","Lobophyllia","Symphyllia","Orbicella","Cyphastrea","Echinopora","Catalaphyllia","Hydnophora","Leptoria","Platygyra","Favites","Goniastrea","Oulophyllia","Caulastraea","Pectinia","Mycedium","Scapophyllia","Merulina","Barabattoia","Trachyphyllia","Guynia","Fungiacyathus","Tropidocyathus","Cyathotrochus","Notocyathus","Javania","Placotrochides","Placotrochus","Rhizotrochus","Truncatoflabellum","Flabellum","Monomyces","Heteropsammia","Balanophyllia","Endopachys","Leptopsammia","Dendrophyllia","Enallopsammia","Turbinaria","Cladopsammia","Tubastraea","Goniopora","Porites","Stephanocoenia","Hoplangia","Pseudosiderastrea","Siderastrea","Helioseris","Thalamophyllia","Dactylotrochus","Agaricia","Leptoseris","Gardineroseris","Pavona","Pachyseris","Euphyllia","Ctenella","Galaxea","Alveopora","Astreopora","Montipora","Anacropora","Isopora","Acropora"
"Oulophyllia",903.406937,903.406937,824.29573,824.29573,824.29573,824.29573,611.581388,553.937098,431.116164,431.116164,431.116164,431.116165,341.745772,341.745772,341.745773,341.745772,341.745772,341.745773,341.745773,341.745772,307.426567,274.97213,274.97213,274.97213,274.972131,274.97213,234.27126,234.27126,234.27126,234.27126,234.27126,234.27126,234.271261,234.271259,234.271259,234.27126,234.27126,234.27126,234.271259,234.27126,234.27126,234.271261,234.27126,234.27126,234.27126,234.27126,234.27126,234.27126,201.457669,201.45767,201.45767,201.457669,201.457669,201.457668,201.457668,201.457668,201.457668,201.457667,176.171811,176.171811,176.171811,147.676667,147.676667,147.676666,147.676666,120.540426,107.160865,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014554,94.014554,94.014552,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,71.323965,71.323965,60.822671,48.731803,48.731804,48.731803,48.731804,48.731803,48.731803,0,12.270239,25.915268,25.915266,45.413593,45.413592,45.413591,45.413591,738.886092,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.886091,738.886092,738.886092,738.886092,738.886092,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.886093,738.886092,738.886092,738.886092,738.886092,738.886093,738.886091,738.886092
"Caulastraea",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014553,94.014553,94.014551,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,71.323964,71.323964,60.82267,48.731802,48.731803,48.731802,48.731803,48.731802,48.731802,12.270239,0,25.915267,25.915265,45.413592,45.413591,45.41359,45.41359,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Pectinia",903.406937,903.406937,824.29573,824.29573,824.29573,824.29573,611.581388,553.937098,431.116164,431.116164,431.116164,431.116165,341.745772,341.745772,341.745773,341.745772,341.745772,341.745773,341.745773,341.745772,307.426567,274.97213,274.97213,274.97213,274.972131,274.97213,234.27126,234.27126,234.27126,234.27126,234.27126,234.27126,234.271261,234.271259,234.271259,234.27126,234.27126,234.27126,234.271259,234.27126,234.27126,234.271261,234.27126,234.27126,234.27126,234.27126,234.27126,234.27126,201.457669,201.45767,201.45767,201.457669,201.457669,201.457668,201.457668,201.457668,201.457668,201.457667,176.171811,176.171811,176.171811,147.676667,147.676667,147.676666,147.676666,120.540426,107.160865,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014554,94.014554,94.014552,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,71.323965,71.323965,60.822671,48.731803,48.731804,48.731803,48.731804,48.731803,48.731803,25.915268,25.915267,0,9.054272,45.413593,45.413592,45.413591,45.413591,738.886092,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.886091,738.886092,738.886092,738.886092,738.886092,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.886093,738.886092,738.886092,738.886092,738.886092,738.886093,738.886091,738.886092
"Mycedium",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,611.581386,553.937096,431.116162,431.116162,431.116162,431.116163,341.74577,341.74577,341.745771,341.74577,341.74577,341.745771,341.745771,341.74577,307.426565,274.972128,274.972128,274.972128,274.972129,274.972128,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,234.271259,234.271257,234.271257,234.271258,234.271258,234.271258,234.271257,234.271258,234.271258,234.271259,234.271258,234.271258,234.271258,234.271258,234.271258,234.271258,201.457667,201.457668,201.457668,201.457667,201.457667,201.457666,201.457666,201.457666,201.457666,201.457665,176.171809,176.171809,176.171809,147.676665,147.676665,147.676664,147.676664,120.540424,107.160863,94.014551,94.014551,94.014551,94.014551,94.014551,94.014551,94.014551,94.014552,94.014552,94.01455,94.014551,94.014551,94.014551,94.014551,94.014551,94.014551,94.014551,71.323963,71.323963,60.822669,48.731801,48.731802,48.731801,48.731802,48.731801,48.731801,25.915266,25.915265,9.054272,0,45.413591,45.41359,45.413589,45.413589,738.88609,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886089,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.88609
"Scapophyllia",903.406938,903.406938,824.295731,824.295731,824.295731,824.295731,611.581389,553.937099,431.116165,431.116165,431.116165,431.116166,341.745773,341.745773,341.745774,341.745773,341.745773,341.745774,341.745774,341.745773,307.426568,274.972131,274.972131,274.972131,274.972132,274.972131,234.271261,234.271261,234.271261,234.271261,234.271261,234.271261,234.271262,234.27126,234.27126,234.271261,234.271261,234.271261,234.27126,234.271261,234.271261,234.271262,234.271261,234.271261,234.271261,234.271261,234.271261,234.271261,201.45767,201.457671,201.457671,201.45767,201.45767,201.457669,201.457669,201.457669,201.457669,201.457668,176.171812,176.171812,176.171812,147.676668,147.676668,147.676667,147.676667,120.540427,107.160866,94.014554,94.014554,94.014554,94.014554,94.014554,94.014554,94.014554,94.014555,94.014555,94.014553,94.014554,94.014554,94.014554,94.014554,94.014554,94.014554,94.014554,71.323966,71.323966,60.822672,48.731804,48.731805,48.731804,48.731805,48.731804,48.731804,45.413593,45.413592,45.413593,45.413591,0,11.323791,40.641886,40.641886,738.886093,738.886091,738.886091,738.886091,738.886092,738.886093,738.886093,738.886092,738.886093,738.886093,738.886091,738.886092,738.886092,738.886092,738.886092,738.886092,738.886093,738.886093,738.886092,738.886093,738.886093,738.886093,738.886093,738.886092,738.886092,738.886092,738.886093,738.886092,738.886093,738.886092,738.886092,738.886092,738.886092,738.886092,738.886093,738.886093,738.886094,738.886093,738.886093,738.886093,738.886093,738.886094,738.886092,738.886093
"Merulina",903.406937,903.406937,824.29573,824.29573,824.29573,824.29573,611.581388,553.937098,431.116164,431.116164,431.116164,431.116165,341.745772,341.745772,341.745773,341.745772,341.745772,341.745773,341.745773,341.745772,307.426567,274.97213,274.97213,274.97213,274.972131,274.97213,234.27126,234.27126,234.27126,234.27126,234.27126,234.27126,234.271261,234.271259,234.271259,234.27126,234.27126,234.27126,234.271259,234.27126,234.27126,234.271261,234.27126,234.27126,234.27126,234.27126,234.27126,234.27126,201.457669,201.45767,201.45767,201.457669,201.457669,201.457668,201.457668,201.457668,201.457668,201.457667,176.171811,176.171811,176.171811,147.676667,147.676667,147.676666,147.676666,120.540426,107.160865,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014554,94.014554,94.014552,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,94.014553,71.323965,71.323965,60.822671,48.731803,48.731804,48.731803,48.731804,48.731803,48.731803,45.413592,45.413591,45.413592,45.41359,11.323791,0,40.641885,40.641885,738.886092,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.886091,738.886092,738.886092,738.886092,738.886092,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.886093,738.886092,738.886092,738.886092,738.886092,738.886093,738.886091,738.886092
"Barabattoia",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014553,94.014553,94.014551,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,71.323964,71.323964,60.82267,48.731802,48.731803,48.731802,48.731803,48.731802,48.731802,45.413591,45.41359,45.413591,45.413589,40.641886,40.641885,0,21.38922,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Trachyphyllia",903.406936,903.406936,824.295729,824.295729,824.295729,824.295729,611.581387,553.937097,431.116163,431.116163,431.116163,431.116164,341.745771,341.745771,341.745772,341.745771,341.745771,341.745772,341.745772,341.745771,307.426566,274.972129,274.972129,274.972129,274.97213,274.972129,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,234.27126,234.271258,234.271258,234.271259,234.271259,234.271259,234.271258,234.271259,234.271259,234.27126,234.271259,234.271259,234.271259,234.271259,234.271259,234.271259,201.457668,201.457669,201.457669,201.457668,201.457668,201.457667,201.457667,201.457667,201.457667,201.457666,176.17181,176.17181,176.17181,147.676666,147.676666,147.676665,147.676665,120.540425,107.160864,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014553,94.014553,94.014551,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,94.014552,71.323964,71.323964,60.82267,48.731802,48.731803,48.731802,48.731803,48.731802,48.731802,45.413591,45.41359,45.413591,45.413589,40.641886,40.641885,21.38922,0,738.886091,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.88609,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886092,738.886091,738.886091,738.886091,738.886091,738.886092,738.88609,738.886091
"Guynia",903.406935,903.406935,824.295728,824.295728,824.295728,824.295728,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.88609,738.886091,738.886091,738.88609,738.886089,738.88609,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886089,738.886089,738.88609,738.88609,738.88609,738.886089,738.88609,738.88609,738.886091,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886092,738.886092,738.886091,738.886091,738.88609,738.88609,738.88609,738.88609,738.886089,738.886091,738.886091,738.886091,738.886091,738.886091,738.88609,738.88609,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886092,738.88609,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886091,738.886092,738.886091,738.886092,738.886091,738.886091,738.886092,738.886091,738.886092,738.88609,738.886093,738.886092,738.886091,738.886091,0,520.324442,520.324442,520.324442,520.324443,520.324444,520.324444,520.324443,520.324444,520.324444,520.324442,520.324443,520.324443,520.324443,520.324443,520.324443,520.324444,520.324444,520.324443,520.324444,520.324444,520.324444,520.324444,520.324443,520.324443,520.324443,520.324444,520.324443,520.324444,520.324443,520.324443,520.324443,520.324443,520.324443,520.324444,520.324444,520.324445,520.324444,520.324444,520.324444,520.324444,520.324445,520.324443,520.324444
"Fungiacyathus",903.406933,903.406933,824.295726,824.295726,824.295726,824.295726,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886088,738.886088,738.886089,738.886088,738.886088,738.886089,738.886089,738.886088,738.886087,738.886088,738.886088,738.886088,738.886089,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886087,738.886087,738.886088,738.886088,738.886088,738.886087,738.886088,738.886088,738.886089,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.886089,738.886088,738.886088,738.886088,738.886088,738.886087,738.886089,738.886089,738.886089,738.886089,738.886089,738.886088,738.886088,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.88609,738.886088,738.886091,738.88609,738.886089,738.886089,520.324442,0,143.353894,143.353894,143.353895,204.844094,204.844094,204.844093,204.844094,204.844094,204.844092,204.844093,352.744981,352.744981,352.744981,352.744981,352.744982,352.744982,352.744981,352.744982,352.744982,352.744982,352.744982,451.503787,451.503787,451.503787,451.503788,451.503787,451.503788,451.503787,451.503787,451.503787,451.503787,451.503787,451.503788,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503789,451.503787,451.503788
"Tropidocyathus",903.406933,903.406933,824.295726,824.295726,824.295726,824.295726,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886088,738.886088,738.886089,738.886088,738.886088,738.886089,738.886089,738.886088,738.886087,738.886088,738.886088,738.886088,738.886089,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886087,738.886087,738.886088,738.886088,738.886088,738.886087,738.886088,738.886088,738.886089,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.886089,738.886088,738.886088,738.886088,738.886088,738.886087,738.886089,738.886089,738.886089,738.886089,738.886089,738.886088,738.886088,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.88609,738.886088,738.886091,738.88609,738.886089,738.886089,520.324442,143.353894,0,11.042814,84.444245,204.844094,204.844094,204.844093,204.844094,204.844094,204.844092,204.844093,352.744981,352.744981,352.744981,352.744981,352.744982,352.744982,352.744981,352.744982,352.744982,352.744982,352.744982,451.503787,451.503787,451.503787,451.503788,451.503787,451.503788,451.503787,451.503787,451.503787,451.503787,451.503787,451.503788,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503789,451.503787,451.503788
"Cyathotrochus",903.406933,903.406933,824.295726,824.295726,824.295726,824.295726,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886088,738.886088,738.886089,738.886088,738.886088,738.886089,738.886089,738.886088,738.886087,738.886088,738.886088,738.886088,738.886089,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.886087,738.886087,738.886088,738.886088,738.886088,738.886087,738.886088,738.886088,738.886089,738.886088,738.886088,738.886088,738.886088,738.886088,738.886088,738.886089,738.88609,738.88609,738.886089,738.886089,738.886088,738.886088,738.886088,738.886088,738.886087,738.886089,738.886089,738.886089,738.886089,738.886089,738.886088,738.886088,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.88609,738.886088,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.88609,738.886088,738.886091,738.88609,738.886089,738.886089,520.324442,143.353894,11.042814,0,84.444245,204.844094,204.844094,204.844093,204.844094,204.844094,204.844092,204.844093,352.744981,352.744981,352.744981,352.744981,352.744982,352.744982,352.744981,352.744982,352.744982,352.744982,352.744982,451.503787,451.503787,451.503787,451.503788,451.503787,451.503788,451.503787,451.503787,451.503787,451.503787,451.503787,451.503788,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503789,451.503787,451.503788
"Notocyathus",903.406934,903.406934,824.295727,824.295727,824.295727,824.295727,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.886089,738.886089,738.88609,738.88609,738.886089,738.886088,738.886089,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886088,738.886088,738.886089,738.886089,738.886089,738.886088,738.886089,738.886089,738.88609,738.886089,738.886089,738.886089,738.886089,738.886089,738.886089,738.88609,738.886091,738.886091,738.88609,738.88609,738.886089,738.886089,738.886089,738.886089,738.886088,738.88609,738.88609,738.88609,738.88609,738.88609,738.886089,738.886089,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.886091,738.886089,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.88609,738.886091,738.88609,738.886091,738.88609,738.88609,738.886091,738.88609,738.886091,738.886089,738.886092,738.886091,738.88609,738.88609,520.324443,143.353895,84.444245,84.444245,0,204.844095,204.844095,204.844094,204.844095,204.844095,204.844093,204.844094,352.744982,352.744982,352.744982,352.744982,352.744983,352.744983,352.744982,352.744983,352.744983,352.744983,352.744983,451.503788,451.503788,451.503788,451.503789,451.503788,451.503789,451.503788,451.503788,451.503788,451.503788,451.503788,451.503789,451.503789,451.50379,451.503789,451.503789,451.503789,451.503789,451.50379,451.503788,451.503789
